Unnamed: 0,timestamp,location-long,location-lat,individual-local-identifier
12212,2009-04-04 07:30:00,31.88258,-25.10366,AM105
12213,2009-04-04 08:01:00,31.89177,-25.1055899999999,AM105
12214,2009-04-04 08:30:00,31.89617,-25.10671,AM105
12215,2009-04-04 09:00:00,31.89882,-25.1063599999999,AM105
12216,2009-04-04 09:30:00,31.8996199999999,-25.1058899999999,AM105
12217,2009-04-04 10:00:00,31.9003,-25.10604,AM105
12218,2009-04-04 10:30:00,31.9005399999999,-25.10603,AM105
12219,2009-04-04 11:00:00,31.9005,-25.1060599999999,AM105
12220,2009-04-04 11:30:00,31.9001899999999,-25.1058799999999,AM105
12221,2009-04-04 12:00:00,31.9007399999999,-25.1066399999999,AM105
12222,2009-04-04 12:30:00,31.90107,-25.1074699999999,AM105
12223,2009-04-04 13:00:00,31.90133,-25.10751,AM105
12224,2009-04-04 13:30:00,31.9017899999999,-25.1074699999999,AM105
12225,2009-04-04 14:00:00,31.9022,-25.10733,AM105
12226,2009-04-04 14:30:00,31.9051399999999,-25.1059799999999,AM105
12227,2009-04-04 15:00:00,31.90602,-25.10596,AM105
12228,2009-04-04 15:30:00,31.90866,-25.10385,AM105
12229,2009-04-04 16:00:00,31.90709,-25.09802,AM105
12230,2009-04-04 16:30:00,31.9055399999999,-25.0950999999999,AM105
12231,2009-04-04 17:00:00,31.90466,-25.0941599999999,AM105
12232,2009-04-04 17:30:00,31.9044099999999,-25.0969799999999,AM105
12233,2009-04-04 18:00:00,31.9030999999999,-25.09608,AM105
12234,2009-04-04 18:30:00,31.90155,-25.0955499999999,AM105
12235,2009-04-04 19:00:00,31.9004,-25.09497,AM105
12236,2009-04-04 19:30:00,31.89799,-25.0951799999999,AM105
12237,2009-04-04 20:00:00,31.89669,-25.09564,AM105
12238,2009-04-04 20:30:00,31.8953799999999,-25.09666,AM105
12239,2009-04-04 21:00:00,31.8952899999999,-25.0981899999999,AM105
12240,2009-04-04 21:30:00,31.89424,-25.09929,AM105
12241,2009-04-04 22:00:00,31.89346,-25.10067,AM105
12242,2009-04-04 22:30:00,31.8937999999999,-25.1030699999999,AM105
12243,2009-04-04 23:00:00,31.8942,-25.10379,AM105
12244,2009-04-04 23:30:00,31.8953799999999,-25.1038099999999,AM105
12245,2009-04-05 00:00:00,31.896,-25.10398,AM105
12246,2009-04-05 00:30:00,31.8963299999999,-25.10342,AM105
12247,2009-04-05 01:00:00,31.89627,-25.10323,AM105
12248,2009-04-05 01:30:00,31.89684,-25.10425,AM105
12249,2009-04-05 02:00:00,31.89676,-25.10424,AM105
12250,2009-04-05 02:30:00,31.89668,-25.1041999999999,AM105
12251,2009-04-05 03:00:00,31.89701,-25.10427,AM105
12252,2009-04-05 03:30:00,31.89762,-25.1043799999999,AM105
12253,2009-04-05 04:00:00,31.89861,-25.10506,AM105
12254,2009-04-05 04:30:00,31.89918,-25.1064399999999,AM105
12255,2009-04-05 05:00:00,31.89845,-25.10809,AM105
12256,2009-04-05 05:30:00,31.8979299999999,-25.1078599999999,AM105
12257,2009-04-05 06:00:00,31.8978,-25.10675,AM105
12258,2009-04-05 06:30:00,31.89781,-25.1027099999999,AM105
12259,2009-04-05 07:00:00,31.89767,-25.10228,AM105
12260,2009-04-05 07:30:00,31.89769,-25.10209,AM105
12261,2009-04-05 08:00:00,31.89862,-25.10274,AM105
12262,2009-04-05 08:30:00,31.8987699999999,-25.10171,AM105
12263,2009-04-05 09:00:00,31.8976599999999,-25.10113,AM105
12264,2009-04-05 09:30:00,31.89676,-25.10108,AM105
12265,2009-04-05 10:00:00,31.8974499999999,-25.1012999999999,AM105
12266,2009-04-05 10:30:00,31.89787,-25.10164,AM105
12267,2009-04-05 11:00:00,31.89772,-25.10088,AM105
12268,2009-04-05 11:30:00,31.89609,-25.0997999999999,AM105
12269,2009-04-05 12:00:00,31.8942799999999,-25.09943,AM105
12270,2009-04-05 12:30:00,31.89364,-25.09945,AM105
12271,2009-04-05 13:00:00,31.8930599999999,-25.09925,AM105
12272,2009-04-05 13:30:00,31.89255,-25.09891,AM105
12273,2009-04-05 14:00:00,31.8924699999999,-25.0988499999999,AM105
12274,2009-04-05 14:30:00,31.8923099999999,-25.0981899999999,AM105
12275,2009-04-05 15:00:00,31.89366,-25.0978099999999,AM105
12276,2009-04-05 15:30:00,31.895,-25.0981899999999,AM105
12277,2009-04-05 16:00:00,31.89461,-25.0974499999999,AM105
12278,2009-04-05 16:30:00,31.89459,-25.09836,AM105
12279,2009-04-05 17:00:00,31.8943499999999,-25.09786,AM105
12280,2009-04-05 17:30:00,31.89384,-25.09711,AM105
12281,2009-04-05 18:00:00,31.89349,-25.0963299999999,AM105
12282,2009-04-05 18:30:00,31.8932199999999,-25.09609,AM105
12283,2009-04-05 19:00:00,31.89317,-25.0961199999999,AM105
12284,2009-04-05 19:30:00,31.89338,-25.09563,AM105
12285,2009-04-05 20:00:00,31.8932299999999,-25.0947199999999,AM105
12286,2009-04-05 20:30:00,31.89363,-25.0944399999999,AM105
12287,2009-04-05 21:00:00,31.8941699999999,-25.09419,AM105
12288,2009-04-05 21:30:00,31.89423,-25.09343,AM105
12289,2009-04-05 22:00:00,31.8948,-25.09356,AM105
12290,2009-04-05 22:30:00,31.89405,-25.09297,AM105
12291,2009-04-05 23:00:00,31.8937099999999,-25.09252,AM105
12292,2009-04-05 23:30:00,31.89327,-25.09221,AM105
15695,2007-08-27 07:00:00,31.32656,-24.97626,AM107
15696,2007-08-27 07:30:00,31.3319,-24.97496,AM107
15697,2007-08-27 08:00:00,31.33681,-24.97242,AM107
15698,2007-08-27 08:30:00,31.33675,-24.97207,AM107
15699,2007-08-27 09:00:00,31.33648,-24.97219,AM107
15700,2007-08-27 09:31:00,31.33594,-24.97131,AM107
15701,2007-08-27 10:01:00,31.3359,-24.97135,AM107
15702,2007-08-27 10:30:00,31.33593,-24.97109,AM107
15703,2007-08-27 11:00:00,31.3359,-24.97131,AM107
15704,2007-08-27 11:30:00,31.33498,-24.97119,AM107
15705,2007-08-27 12:01:00,31.33511,-24.97065,AM107
15706,2007-08-27 12:30:00,31.33595,-24.9706,AM107
15707,2007-08-27 13:00:00,31.33531,-24.97127,AM107
15708,2007-08-27 13:30:00,31.3351,-24.9719,AM107
15709,2007-08-27 14:01:00,31.33583,-24.97237,AM107
15710,2007-08-27 14:30:00,31.33659,-24.97227,AM107
15711,2007-08-27 15:00:00,31.33654,-24.97229,AM107
15712,2007-08-27 15:30:00,31.33597,-24.97101,AM107
15713,2007-08-27 16:00:00,31.3345,-24.96973,AM107
15714,2007-08-27 16:30:00,31.33338,-24.96955,AM107
15715,2007-08-27 17:00:00,31.33268,-24.96937,AM107
15716,2007-08-27 17:30:00,31.33124,-24.97039,AM107
15717,2007-08-27 18:00:00,31.33119,-24.97052,AM107
15718,2007-08-27 18:30:00,31.33116,-24.97097,AM107
15719,2007-08-27 19:01:00,31.33013,-24.9719,AM107
15720,2007-08-27 19:30:00,31.3285,-24.9721,AM107
15721,2007-08-27 20:00:00,31.328,-24.97193,AM107
15722,2007-08-27 20:30:00,31.32877,-24.97146,AM107
15723,2007-08-27 21:00:00,31.32942,-24.9721,AM107
15724,2007-08-27 21:30:00,31.32954,-24.97342,AM107
15725,2007-08-27 22:00:00,31.32941,-24.97525,AM107
