Unnamed: 0,timestamp,location-long,location-lat,individual-local-identifier,time_diff
12236,2009-04-04 19:30:00,31.89799,-25.0951799999999,AM105,0 days 00:30:00
12237,2009-04-04 20:00:00,31.89669,-25.09564,AM105,0 days 00:30:00
12238,2009-04-04 20:30:00,31.8953799999999,-25.09666,AM105,0 days 00:30:00
12239,2009-04-04 21:00:00,31.8952899999999,-25.0981899999999,AM105,0 days 00:30:00
12240,2009-04-04 21:30:00,31.89424,-25.09929,AM105,0 days 00:30:00
12241,2009-04-04 22:00:00,31.89346,-25.10067,AM105,0 days 00:30:00
12242,2009-04-04 22:30:00,31.8937999999999,-25.1030699999999,AM105,0 days 00:30:00
12243,2009-04-04 23:00:00,31.8942,-25.10379,AM105,0 days 00:30:00
12244,2009-04-04 23:30:00,31.8953799999999,-25.1038099999999,AM105,0 days 00:30:00
12245,2009-04-05 00:00:00,31.896,-25.10398,AM105,0 days 00:30:00
12246,2009-04-05 00:30:00,31.8963299999999,-25.10342,AM105,0 days 00:30:00
12247,2009-04-05 01:00:00,31.89627,-25.10323,AM105,0 days 00:30:00
12248,2009-04-05 01:30:00,31.89684,-25.10425,AM105,0 days 00:30:00
12249,2009-04-05 02:00:00,31.89676,-25.10424,AM105,0 days 00:30:00
12250,2009-04-05 02:30:00,31.89668,-25.1041999999999,AM105,0 days 00:30:00
12251,2009-04-05 03:00:00,31.89701,-25.10427,AM105,0 days 00:30:00
12252,2009-04-05 03:30:00,31.89762,-25.1043799999999,AM105,0 days 00:30:00
12253,2009-04-05 04:00:00,31.89861,-25.10506,AM105,0 days 00:30:00
12254,2009-04-05 04:30:00,31.89918,-25.1064399999999,AM105,0 days 00:30:00
12255,2009-04-05 05:00:00,31.89845,-25.10809,AM105,0 days 00:30:00
12256,2009-04-05 05:30:00,31.8979299999999,-25.1078599999999,AM105,0 days 00:30:00
12257,2009-04-05 06:00:00,31.8978,-25.10675,AM105,0 days 00:30:00
12258,2009-04-05 06:30:00,31.89781,-25.1027099999999,AM105,0 days 00:30:00
12259,2009-04-05 07:00:00,31.89767,-25.10228,AM105,0 days 00:30:00
12260,2009-04-05 07:30:00,31.89769,-25.10209,AM105,0 days 00:30:00
12261,2009-04-05 08:00:00,31.89862,-25.10274,AM105,0 days 00:30:00
12262,2009-04-05 08:30:00,31.8987699999999,-25.10171,AM105,0 days 00:30:00
12263,2009-04-05 09:00:00,31.8976599999999,-25.10113,AM105,0 days 00:30:00
12264,2009-04-05 09:30:00,31.89676,-25.10108,AM105,0 days 00:30:00
12265,2009-04-05 10:00:00,31.8974499999999,-25.1012999999999,AM105,0 days 00:30:00
12266,2009-04-05 10:30:00,31.89787,-25.10164,AM105,0 days 00:30:00
12267,2009-04-05 11:00:00,31.89772,-25.10088,AM105,0 days 00:30:00
12268,2009-04-05 11:30:00,31.89609,-25.0997999999999,AM105,0 days 00:30:00
12269,2009-04-05 12:00:00,31.8942799999999,-25.09943,AM105,0 days 00:30:00
12270,2009-04-05 12:30:00,31.89364,-25.09945,AM105,0 days 00:30:00
12271,2009-04-05 13:00:00,31.8930599999999,-25.09925,AM105,0 days 00:30:00
12272,2009-04-05 13:30:00,31.89255,-25.09891,AM105,0 days 00:30:00
12273,2009-04-05 14:00:00,31.8924699999999,-25.0988499999999,AM105,0 days 00:30:00
12274,2009-04-05 14:30:00,31.8923099999999,-25.0981899999999,AM105,0 days 00:30:00
12275,2009-04-05 15:00:00,31.89366,-25.0978099999999,AM105,0 days 00:30:00
12276,2009-04-05 15:30:00,31.895,-25.0981899999999,AM105,0 days 00:30:00
12277,2009-04-05 16:00:00,31.89461,-25.0974499999999,AM105,0 days 00:30:00
12278,2009-04-05 16:30:00,31.89459,-25.09836,AM105,0 days 00:30:00
12279,2009-04-05 17:00:00,31.8943499999999,-25.09786,AM105,0 days 00:30:00
12280,2009-04-05 17:30:00,31.89384,-25.09711,AM105,0 days 00:30:00
12281,2009-04-05 18:00:00,31.89349,-25.0963299999999,AM105,0 days 00:30:00
12282,2009-04-05 18:30:00,31.8932199999999,-25.09609,AM105,0 days 00:30:00
12283,2009-04-05 19:00:00,31.89317,-25.0961199999999,AM105,0 days 00:30:00
12284,2009-04-05 19:30:00,31.89338,-25.09563,AM105,0 days 00:30:00
12285,2009-04-05 20:00:00,31.8932299999999,-25.0947199999999,AM105,0 days 00:30:00
12286,2009-04-05 20:30:00,31.89363,-25.0944399999999,AM105,0 days 00:30:00
12287,2009-04-05 21:00:00,31.8941699999999,-25.09419,AM105,0 days 00:30:00
12288,2009-04-05 21:30:00,31.89423,-25.09343,AM105,0 days 00:30:00
12289,2009-04-05 22:00:00,31.8948,-25.09356,AM105,0 days 00:30:00
12290,2009-04-05 22:30:00,31.89405,-25.09297,AM105,0 days 00:30:00
12291,2009-04-05 23:00:00,31.8937099999999,-25.09252,AM105,0 days 00:30:00
12292,2009-04-05 23:30:00,31.89327,-25.09221,AM105,0 days 00:30:00
12293,2009-04-06 01:30:00,31.89161,-25.0922699999999,AM105,0 days 02:00:00
598,2007-09-14 21:00:00,31.83858,-24.49436,AM105,0 days 00:30:00
599,2007-09-14 21:30:00,31.83705,-24.49942,AM105,0 days 00:30:00
600,2007-09-14 22:00:00,31.83735,-24.50217,AM105,0 days 00:30:00
601,2007-09-14 22:30:00,31.83753,-24.5034,AM105,0 days 00:30:00
602,2007-09-14 23:00:00,31.83689,-24.50452,AM105,0 days 00:30:00
603,2007-09-14 23:30:00,31.83571,-24.50545,AM105,0 days 00:30:00
604,2007-09-15 00:00:00,31.83547,-24.5063,AM105,0 days 00:30:00
605,2007-09-15 00:30:00,31.83541,-24.50627,AM105,0 days 00:30:00
606,2007-09-15 02:30:00,31.83382,-24.51151,AM105,0 days 02:00:00
607,2007-09-15 04:00:00,31.83403,-24.5237,AM105,0 days 01:30:00
608,2007-09-15 04:30:00,31.83321,-24.52527,AM105,0 days 00:30:00
609,2007-09-15 05:00:00,31.83238,-24.52778,AM105,0 days 00:30:00
610,2007-09-15 05:30:00,31.83149,-24.53729,AM105,0 days 00:30:00
611,2007-09-15 06:00:00,31.83151,-24.5397,AM105,0 days 00:30:00
612,2007-09-15 06:30:00,31.83152,-24.54327,AM105,0 days 00:30:00
613,2007-09-15 07:00:00,31.83117,-24.54339,AM105,0 days 00:30:00
614,2007-09-15 07:30:00,31.83044,-24.54224,AM105,0 days 00:30:00
615,2007-09-15 09:00:00,31.83206,-24.54261,AM105,0 days 01:30:00
616,2007-09-15 09:30:00,31.83334,-24.54181,AM105,0 days 00:30:00
617,2007-09-15 13:00:00,31.8297,-24.53702,AM105,0 days 03:30:00
618,2007-09-15 13:30:00,31.83051,-24.53697,AM105,0 days 00:30:00
619,2007-09-15 15:00:00,31.83521,-24.53641,AM105,0 days 01:30:00
620,2007-09-15 15:30:00,31.83717,-24.53568,AM105,0 days 00:30:00
621,2007-09-15 17:00:00,31.83984,-24.53728,AM105,0 days 01:30:00
622,2007-09-15 17:30:00,31.8405,-24.53709,AM105,0 days 00:30:00
623,2007-09-15 19:01:00,31.8432,-24.53657,AM105,0 days 01:31:00
624,2007-09-15 19:30:00,31.84327,-24.53663,AM105,0 days 00:29:00
625,2007-09-15 21:30:00,31.84308,-24.53299,AM105,0 days 02:00:00
626,2007-09-15 23:00:00,31.84142,-24.52624,AM105,0 days 01:30:00
627,2007-09-15 23:30:00,31.84117,-24.52238,AM105,0 days 00:30:00
628,2007-09-16 01:00:00,31.84026,-24.50877,AM105,0 days 01:30:00
629,2007-09-16 01:30:00,31.83952,-24.50367,AM105,0 days 00:30:00
630,2007-09-16 02:00:00,31.83944,-24.50115,AM105,0 days 00:30:00
631,2007-09-16 02:30:00,31.83751,-24.49679,AM105,0 days 00:30:00
632,2007-09-16 03:00:00,31.83722,-24.49454,AM105,0 days 00:30:00
633,2007-09-16 03:30:00,31.83588,-24.49145,AM105,0 days 00:30:00
634,2007-09-16 04:00:00,31.83697,-24.48815,AM105,0 days 00:30:00
635,2007-09-16 04:30:00,31.83664,-24.48818,AM105,0 days 00:30:00
636,2007-09-16 05:01:00,31.83664,-24.48782,AM105,0 days 00:31:00
637,2007-09-16 05:30:00,31.83398,-24.48752,AM105,0 days 00:29:00
638,2007-09-16 07:30:00,31.83508,-24.48667,AM105,0 days 02:00:00
639,2007-09-16 11:00:00,31.84283,-24.48799,AM105,0 days 03:30:00
640,2007-09-16 11:30:00,31.84331,-24.48794,AM105,0 days 00:30:00
641,2007-09-16 15:00:00,31.8483,-24.48937,AM105,0 days 03:30:00
642,2007-09-16 15:30:00,31.84834,-24.48955,AM105,0 days 00:30:00
643,2007-09-16 17:00:00,31.84819,-24.48945,AM105,0 days 01:30:00
644,2007-09-16 17:30:00,31.84813,-24.4897,AM105,0 days 00:30:00
645,2007-09-16 19:00:00,31.84611,-24.48854,AM105,0 days 01:30:00
646,2007-09-16 19:31:00,31.84657,-24.48896,AM105,0 days 00:31:00
647,2007-09-16 21:00:00,31.84661,-24.48893,AM105,0 days 01:29:00
648,2007-09-16 21:30:00,31.84611,-24.48901,AM105,0 days 00:30:00
649,2007-09-16 23:00:00,31.84608,-24.48884,AM105,0 days 01:30:00
650,2007-09-16 23:31:00,31.84606,-24.48886,AM105,0 days 00:31:00
651,2007-09-17 03:00:00,31.84606,-24.48884,AM105,0 days 03:29:00
652,2007-09-17 03:30:00,31.84596,-24.48858,AM105,0 days 00:30:00
653,2007-09-17 05:00:00,31.85207,-24.48873,AM105,0 days 01:30:00
654,2007-09-17 05:30:00,31.85431,-24.48665,AM105,0 days 00:30:00
655,2007-09-17 07:00:00,31.85545,-24.48364,AM105,0 days 01:30:00
656,2007-09-17 07:30:00,31.85535,-24.48366,AM105,0 days 00:30:00
657,2007-09-17 09:30:00,31.85498,-24.48363,AM105,0 days 02:00:00
658,2007-09-17 11:00:00,31.8532,-24.48876,AM105,0 days 01:30:00
659,2007-09-17 11:30:00,31.85315,-24.48896,AM105,0 days 00:30:00
660,2007-09-17 15:00:00,31.86411,-24.49019,AM105,0 days 03:30:00
661,2007-09-17 15:30:00,31.86487,-24.49046,AM105,0 days 00:30:00
662,2007-09-17 17:00:00,31.86489,-24.49519,AM105,0 days 01:30:00
663,2007-09-17 17:30:00,31.86498,-24.49551,AM105,0 days 00:30:00
664,2007-09-17 18:00:00,31.86314,-24.49695,AM105,0 days 00:30:00
665,2007-09-17 18:30:00,31.86184,-24.49725,AM105,0 days 00:30:00
666,2007-09-17 19:01:00,31.86046,-24.49788,AM105,0 days 00:31:00
667,2007-09-17 19:30:00,31.86003,-24.49802,AM105,0 days 00:29:00
668,2007-09-17 20:00:00,31.85851,-24.49884,AM105,0 days 00:30:00
669,2007-09-17 20:30:00,31.85707,-24.5006,AM105,0 days 00:30:00
670,2007-09-17 21:00:00,31.85631,-24.50039,AM105,0 days 00:30:00
671,2007-09-17 21:31:00,31.85605,-24.50045,AM105,0 days 00:31:00
672,2007-09-17 22:00:00,31.85599,-24.5004,AM105,0 days 00:29:00
673,2007-09-17 22:30:00,31.85518,-24.50006,AM105,0 days 00:30:00
674,2007-09-17 23:00:00,31.85455,-24.50097,AM105,0 days 00:30:00
675,2007-09-17 23:30:00,31.85415,-24.50167,AM105,0 days 00:30:00
676,2007-09-18 00:00:00,31.85399,-24.50211,AM105,0 days 00:30:00
677,2007-09-18 00:30:00,31.85439,-24.5023,AM105,0 days 00:30:00
678,2007-09-18 01:00:00,31.8542,-24.50363,AM105,0 days 00:30:00
679,2007-09-18 01:30:00,31.85424,-24.50358,AM105,0 days 00:30:00
680,2007-09-18 03:30:00,31.85865,-24.50374,AM105,0 days 02:00:00
681,2007-09-18 04:00:00,31.85989,-24.49881,AM105,0 days 00:30:00
682,2007-09-18 04:30:00,31.85931,-24.49916,AM105,0 days 00:30:00
683,2007-09-18 05:00:00,31.85992,-24.4974,AM105,0 days 00:30:00
684,2007-09-18 05:30:00,31.86063,-24.49586,AM105,0 days 00:30:00
685,2007-09-18 06:00:00,31.86468,-24.49515,AM105,0 days 00:30:00
686,2007-09-18 06:30:00,31.86866,-24.49423,AM105,0 days 00:30:00
687,2007-09-18 07:00:00,31.87377,-24.49257,AM105,0 days 00:30:00
688,2007-09-18 07:31:00,31.87645,-24.49455,AM105,0 days 00:31:00
689,2007-09-18 09:00:00,31.87706,-24.49514,AM105,0 days 01:29:00
690,2007-09-18 09:30:00,31.88111,-24.49528,AM105,0 days 00:30:00
691,2007-09-18 13:00:00,31.89283,-24.48884,AM105,0 days 03:30:00
692,2007-09-18 13:30:00,31.89425,-24.48878,AM105,0 days 00:30:00
693,2007-09-18 17:00:00,31.90465,-24.49188,AM105,0 days 03:30:00
694,2007-09-18 17:30:00,31.90539,-24.49137,AM105,0 days 00:30:00
695,2007-09-18 21:00:00,31.90813,-24.49042,AM105,0 days 03:30:00
696,2007-09-18 21:30:00,31.90814,-24.49046,AM105,0 days 00:30:00
697,2007-09-19 00:31:00,31.90771,-24.49123,AM105,0 days 03:01:00
698,2007-09-19 01:00:00,31.90779,-24.49146,AM105,0 days 00:29:00
699,2007-09-19 01:30:00,31.90793,-24.49285,AM105,0 days 00:30:00
700,2007-09-19 02:00:00,31.90802,-24.49308,AM105,0 days 00:30:00
701,2007-09-19 02:30:00,31.9079,-24.49326,AM105,0 days 00:30:00
702,2007-09-19 03:00:00,31.90763,-24.49327,AM105,0 days 00:30:00
703,2007-09-19 04:30:00,31.90435,-24.4909,AM105,0 days 01:30:00
704,2007-09-19 05:00:00,31.90353,-24.48944,AM105,0 days 00:30:00
705,2007-09-19 08:30:00,31.90446,-24.48616,AM105,0 days 03:30:00
706,2007-09-19 09:00:00,31.90522,-24.48634,AM105,0 days 00:30:00
707,2007-09-19 10:31:00,31.90932,-24.48718,AM105,0 days 01:31:00
708,2007-09-19 11:01:00,31.91256,-24.48561,AM105,0 days 00:30:00
709,2007-09-19 12:30:00,31.91385,-24.48443,AM105,0 days 01:29:00
710,2007-09-19 13:00:00,31.914,-24.48428,AM105,0 days 00:30:00
711,2007-09-19 16:30:00,31.91697,-24.4827,AM105,0 days 03:30:00
712,2007-09-19 17:00:00,31.91691,-24.48264,AM105,0 days 00:30:00
713,2007-09-20 04:30:00,31.91063,-24.48184,AM105,0 days 11:30:00
714,2007-09-20 05:00:00,31.91,-24.48463,AM105,0 days 00:30:00
715,2007-09-20 08:31:00,31.90299,-24.4891,AM105,0 days 03:31:00
716,2007-09-20 09:00:00,31.90264,-24.48842,AM105,0 days 00:29:00
717,2007-09-20 12:30:00,31.89338,-24.48951,AM105,0 days 03:30:00
718,2007-09-20 13:00:00,31.89115,-24.48954,AM105,0 days 00:30:00
719,2007-09-20 16:30:00,31.88635,-24.48916,AM105,0 days 03:30:00
720,2007-09-20 17:00:00,31.88578,-24.48961,AM105,0 days 00:30:00
721,2007-09-20 20:30:00,31.88031,-24.48807,AM105,0 days 03:30:00
722,2007-09-20 21:00:00,31.87963,-24.48899,AM105,0 days 00:30:00
723,2007-09-21 00:30:00,31.8765,-24.49479,AM105,0 days 03:30:00
724,2007-09-21 01:00:00,31.87653,-24.49491,AM105,0 days 00:30:00
725,2007-09-21 04:30:00,31.87317,-24.49264,AM105,0 days 03:30:00
726,2007-09-21 05:00:00,31.8718,-24.49328,AM105,0 days 00:30:00
727,2007-09-21 06:30:00,31.86778,-24.49375,AM105,0 days 01:30:00
728,2007-09-21 07:00:00,31.86452,-24.49244,AM105,0 days 00:30:00
729,2007-09-21 08:31:00,31.85792,-24.49105,AM105,0 days 01:31:00
730,2007-09-21 09:00:00,31.858,-24.49091,AM105,0 days 00:29:00
731,2007-09-21 12:30:00,31.84715,-24.48435,AM105,0 days 03:30:00
732,2007-09-21 13:00:00,31.84633,-24.48784,AM105,0 days 00:30:00
733,2007-09-21 14:30:00,31.84593,-24.48872,AM105,0 days 01:30:00
734,2007-09-21 15:00:00,31.84534,-24.48851,AM105,0 days 00:30:00
735,2007-09-21 16:30:00,31.84376,-24.48959,AM105,0 days 01:30:00
736,2007-09-21 17:00:00,31.8383,-24.48975,AM105,0 days 00:30:00
737,2007-09-21 19:30:00,31.83303,-24.49016,AM105,0 days 02:30:00
738,2007-09-21 20:00:00,31.83083,-24.48835,AM105,0 days 00:30:00
739,2007-09-21 20:30:00,31.83015,-24.48708,AM105,0 days 00:30:00
740,2007-09-21 21:00:00,31.82937,-24.48649,AM105,0 days 00:30:00
741,2007-09-21 21:30:00,31.82776,-24.48669,AM105,0 days 00:30:00
742,2007-09-21 22:00:00,31.82759,-24.48658,AM105,0 days 00:30:00
743,2007-09-21 22:30:00,31.82753,-24.48669,AM105,0 days 00:30:00
8065,2008-09-27 18:31:00,31.85323,-25.07107,AM105,0 days 08:31:00
8066,2008-09-27 19:00:00,31.85323,-25.07116,AM105,0 days 00:29:00
8067,2008-09-27 19:30:00,31.8535,-25.07093,AM105,0 days 00:30:00
8068,2008-09-27 20:01:00,31.85349,-25.07092,AM105,0 days 00:31:00
8069,2008-09-27 20:30:00,31.85344,-25.07102,AM105,0 days 00:29:00
8070,2008-09-27 22:00:00,31.85453,-25.0688,AM105,0 days 01:30:00
8071,2008-09-27 22:30:00,31.85458,-25.06846,AM105,0 days 00:30:00
8072,2008-09-28 02:30:00,31.85493,-25.06841,AM105,0 days 04:00:00
8073,2008-09-28 03:00:00,31.85524,-25.06812,AM105,0 days 00:30:00
8074,2008-09-28 06:00:00,31.86147,-25.06372,AM105,0 days 03:00:00
8075,2008-09-28 06:30:00,31.86171,-25.06323,AM105,0 days 00:30:00
8076,2008-09-28 07:00:00,31.86343,-25.06201,AM105,0 days 00:30:00
8077,2008-09-28 07:30:00,31.86442,-25.06147,AM105,0 days 00:30:00
8078,2008-09-28 08:00:00,31.86818,-25.06123,AM105,0 days 00:30:00
8079,2008-09-28 08:30:00,31.86913,-25.06061,AM105,0 days 00:30:00
8080,2008-09-28 10:00:00,31.86935,-25.05608,AM105,0 days 01:30:00
8081,2008-09-28 10:30:00,31.8701,-25.05483,AM105,0 days 00:30:00
8082,2008-09-28 14:00:00,31.87967,-25.04297,AM105,0 days 03:30:00
8083,2008-09-28 14:30:00,31.88266,-25.043,AM105,0 days 00:30:00
8084,2008-09-28 18:00:00,31.88123,-25.03173,AM105,0 days 03:30:00
8085,2008-09-28 18:30:00,31.88144,-25.03096,AM105,0 days 00:30:00
8086,2008-09-28 22:00:00,31.87698,-25.02473,AM105,0 days 03:30:00
8087,2008-09-28 22:30:00,31.87596,-25.02428,AM105,0 days 00:30:00
8088,2008-09-29 06:30:00,31.87323,-25.00737,AM105,0 days 08:00:00
8089,2008-09-29 10:00:00,31.86683,-25.00489,AM105,0 days 03:30:00
8090,2008-09-29 10:30:00,31.86713,-25.00497,AM105,0 days 00:30:00
8091,2008-09-29 11:00:00,31.86821,-25.00591,AM105,0 days 00:30:00
8092,2008-09-29 11:30:00,31.8693,-25.00662,AM105,0 days 00:30:00
8093,2008-09-29 12:00:00,31.87251,-25.00852,AM105,0 days 00:30:00
8094,2008-09-29 12:30:00,31.8728,-25.00849,AM105,0 days 00:30:00
8095,2008-09-29 13:00:00,31.87242,-25.00858,AM105,0 days 00:30:00
8096,2008-09-29 13:31:00,31.87266,-25.00823,AM105,0 days 00:31:00
8097,2008-09-29 14:00:00,31.8743,-25.00652,AM105,0 days 00:29:00
8098,2008-09-29 14:30:00,31.87432,-25.00609,AM105,0 days 00:30:00
8099,2008-09-29 16:00:00,31.87606,-25.00246,AM105,0 days 01:30:00
8100,2008-09-29 16:30:00,31.87651,-25.00146,AM105,0 days 00:30:00
8101,2008-09-29 20:00:00,31.87634,-25.00126,AM105,0 days 03:30:00
8102,2008-09-29 20:30:00,31.87606,-25.00132,AM105,0 days 00:30:00
8103,2008-09-29 22:00:00,31.8748,-25.00115,AM105,0 days 01:30:00
8104,2008-09-29 22:30:00,31.87425,-25.00074,AM105,0 days 00:30:00
8105,2008-09-30 00:00:00,31.87362,-25.00178,AM105,0 days 01:30:00
8106,2008-09-30 00:31:00,31.87338,-25.00198,AM105,0 days 00:31:00
8107,2008-09-30 04:00:00,31.8727,-25.00875,AM105,0 days 03:29:00
8108,2008-09-30 04:30:00,31.86866,-25.01775,AM105,0 days 00:30:00
8109,2008-09-30 07:30:00,31.84664,-25.06461,AM105,0 days 03:00:00
8110,2008-09-30 08:00:00,31.84219,-25.07039,AM105,0 days 00:30:00
8111,2008-09-30 08:30:00,31.83992,-25.07012,AM105,0 days 00:30:00
8112,2008-09-30 09:00:00,31.83952,-25.06991,AM105,0 days 00:30:00
8113,2008-09-30 09:30:00,31.83899,-25.06958,AM105,0 days 00:30:00
8114,2008-09-30 10:00:00,31.83707,-25.06883,AM105,0 days 00:30:00
8115,2008-09-30 10:30:00,31.83518,-25.0686,AM105,0 days 00:30:00
8116,2008-09-30 12:00:00,31.83388,-25.06735,AM105,0 days 01:30:00
8117,2008-09-30 12:30:00,31.83353,-25.06703,AM105,0 days 00:30:00
8118,2008-09-30 14:30:00,31.83644,-25.0567,AM105,0 days 02:00:00
8119,2008-09-30 15:00:00,31.83693,-25.05541,AM105,0 days 00:30:00
8120,2008-09-30 15:31:00,31.83706,-25.05426,AM105,0 days 00:31:00
8121,2008-09-30 16:00:00,31.83781,-25.05279,AM105,0 days 00:29:00
8122,2008-09-30 16:30:00,31.83831,-25.05248,AM105,0 days 00:30:00
8123,2008-09-30 17:00:00,31.83933,-25.0518,AM105,0 days 00:30:00
8124,2008-09-30 17:31:00,31.83935,-25.05187,AM105,0 days 00:31:00
8125,2008-09-30 18:00:00,31.83962,-25.05169,AM105,0 days 00:29:00
8126,2008-09-30 18:30:00,31.83986,-25.05149,AM105,0 days 00:30:00
8127,2008-09-30 19:01:00,31.84032,-25.05092,AM105,0 days 00:31:00
8128,2008-09-30 19:30:00,31.84062,-25.05072,AM105,0 days 00:29:00
8129,2008-09-30 20:00:00,31.8409,-25.05045,AM105,0 days 00:30:00
8130,2008-09-30 20:30:00,31.84099,-25.05106,AM105,0 days 00:30:00
8131,2008-09-30 22:30:00,31.84103,-25.05108,AM105,0 days 02:00:00
8132,2008-10-01 02:00:00,31.84101,-25.05139,AM105,0 days 03:30:00
8133,2008-10-01 02:30:00,31.84153,-25.05126,AM105,0 days 00:30:00
8134,2008-10-01 06:00:00,31.84732,-25.0502,AM105,0 days 03:30:00
8135,2008-10-01 06:30:00,31.84728,-25.05008,AM105,0 days 00:30:00
8136,2008-10-01 10:00:00,31.85056,-25.05528,AM105,0 days 03:30:00
8137,2008-10-01 10:31:00,31.85038,-25.05588,AM105,0 days 00:31:00
8138,2008-10-01 11:00:00,31.84987,-25.05765,AM105,0 days 00:29:00
8139,2008-10-01 11:30:00,31.84756,-25.06555,AM105,0 days 00:30:00
8140,2008-10-01 12:00:00,31.84521,-25.07016,AM105,0 days 00:30:00
8141,2008-10-01 12:30:00,31.84655,-25.07043,AM105,0 days 00:30:00
8142,2008-10-01 14:30:00,31.85052,-25.06788,AM105,0 days 02:00:00
8143,2008-10-01 15:00:00,31.85193,-25.06641,AM105,0 days 00:30:00
8144,2008-10-01 15:30:00,31.85566,-25.06202,AM105,0 days 00:30:00
8145,2008-10-01 16:00:00,31.85705,-25.05687,AM105,0 days 00:30:00
8146,2008-10-01 16:31:00,31.85762,-25.05636,AM105,0 days 00:31:00
8147,2008-10-01 17:00:00,31.8579,-25.05637,AM105,0 days 00:29:00
8148,2008-10-01 17:30:00,31.85809,-25.05608,AM105,0 days 00:30:00
8149,2008-10-01 18:00:00,31.85809,-25.0562,AM105,0 days 00:30:00
8150,2008-10-01 18:30:00,31.85816,-25.05615,AM105,0 days 00:30:00
8151,2008-10-01 19:00:00,31.8589,-25.05571,AM105,0 days 00:30:00
8152,2008-10-01 19:30:00,31.85903,-25.05602,AM105,0 days 00:30:00
8153,2008-10-01 20:00:00,31.86031,-25.05561,AM105,0 days 00:30:00
8154,2008-10-01 20:30:00,31.86042,-25.05549,AM105,0 days 00:30:00
8155,2008-10-01 21:00:00,31.86032,-25.05531,AM105,0 days 00:30:00
8156,2008-10-01 21:30:00,31.85992,-25.05484,AM105,0 days 00:30:00
8157,2008-10-01 22:01:00,31.85989,-25.05473,AM105,0 days 00:31:00
8158,2008-10-01 22:30:00,31.85999,-25.0546,AM105,0 days 00:29:00
8159,2008-10-02 00:30:00,31.85983,-25.05422,AM105,0 days 02:00:00
8160,2008-10-02 01:00:00,31.85991,-25.05386,AM105,0 days 00:30:00
8161,2008-10-02 01:30:00,31.86041,-25.05405,AM105,0 days 00:30:00
8162,2008-10-02 02:00:00,31.86049,-25.05392,AM105,0 days 00:30:00
8163,2008-10-02 02:30:00,31.86054,-25.05417,AM105,0 days 00:30:00
8164,2008-10-02 03:00:00,31.86029,-25.05451,AM105,0 days 00:30:00
8165,2008-10-02 03:30:00,31.86028,-25.05483,AM105,0 days 00:30:00
8166,2008-10-02 04:00:00,31.86022,-25.05494,AM105,0 days 00:30:00
8167,2008-10-02 04:30:00,31.86066,-25.05578,AM105,0 days 00:30:00
8168,2008-10-02 05:01:00,31.86042,-25.05622,AM105,0 days 00:31:00
8169,2008-10-02 05:31:00,31.85969,-25.05628,AM105,0 days 00:30:00
8170,2008-10-02 06:00:00,31.85932,-25.05649,AM105,0 days 00:29:00
8171,2008-10-02 06:30:00,31.85889,-25.057,AM105,0 days 00:30:00
8172,2008-10-02 07:00:00,31.85736,-25.05801,AM105,0 days 00:30:00
8173,2008-10-02 07:30:00,31.85718,-25.05808,AM105,0 days 00:30:00
8174,2008-10-02 08:00:00,31.85596,-25.05902,AM105,0 days 00:30:00
8175,2008-10-02 08:31:00,31.85326,-25.06187,AM105,0 days 00:31:00
